사업자번호,업체명,대표자명,주소,상세주소,대표전화,팩스,홈페이지
134-81-25356,부옥물산(주),염상욱,경기도 안산시 상록구 반월천남길 62,,031-502-1948,031-502-1949,
127-86-26411,(주)늘빛,전영찬,경기도 양주시 광적면 부흥로231번길 127,,031-871-2063,031-871-2065,nullbit3673@naver.com
214-81-56422,(주)에이텍,한가진,경기도 성남시 분당구 판교로 289,,031-698-8800,031-698-8999,http://www.atec.kr
107-87-91986,(주)다나와컴퓨터,황준호,"경기도 안양시 동안구 엘에스로91번길 34 (호계동,(주)다나와빌딩)",,070-4667-6310,02-2633-0188,www.danawacomputer.com
126-81-29540,(주)넬바이오텍,이은호,경기도 안성시 삼죽면 덕산공단길 24,,031-674-0531,031-674-0534,http://
126-81-32216,(주)주경,한성길,경기도 광주시 초월읍 용수길 41,,031-765-8410,031-766-8460,WWW.JUKYUNG.COM
126-81-32782,대한라이팅(주),박광수,경기도 광주시 도척면 시어골길 71-19,,031-763-5276,031-761-2041,http://www.daehanltg.com
122-81-11086,(주)피죤,이주연,서울특별시 강남구 논현로 531 (역삼동),,02-3451-2000,02-3451-2081,
122-81-16892,(주)파커스,박창식,충청남도 천안시 서북구 성거읍 천흥8길 49,,041-522-5361,041-522-5368,
122-81-18599,(주)대진코스탈,강성공,인천광역시 부평구 부평북로 163 (청천동),,032-517-4418,032-529-6918,www.djkostal.co.kr
106-86-80913,(주)성주컴텍,정연식,"서울특별시 금천구 벚꽃로12길 15, 202호(독산동,지산아이티벤처센터)",,070-4365-4365,,http://www.sungju.com
106-86-82871,이케아코리아(유),안드레슈미트갈,경기도 광명시 일직로 17 (일직동),,02-310-8700,02-123-1234,http://www.ikea.kr
106-86-91410,(주)에이디디웰빙테크판매,강혜연,"서울특별시 금천구 디지털로9길 46, 403호(가산동,이앤씨드림타워7차)",,02-790-8802,02-795-6703,http://www.addwellbeing.co.kr
106-88-00591,(주)케이에프통상,이정현,"인천광역시 계양구 계양대로13번길 14, 3, 4층 (작전동)",,032-546-7170,032-546-7180,http://
210-19-85874,두정로드라인,신진수,"강원도 속초시 번영로43번길 24-6, 2층(교동)",,031-992-0071,031-998-1900,
210-27-93758,한국바이오,임순옥,"서울특별시 강북구 인수봉로75길 42 (수유동, 지하)",,02-906-9636,02-907-9636,http://www.biocons.co.kr
210-50-61569,하일양행,김경희외 1명,"경기도 하남시 하남대로654번길 24-7 (천현동, 가,나동)",,031-796-2459,031-796-2452,
210-81-18692,(주)파라,박해송,"경기도 평택시 서탄면 사리길 53-27, B동",,02-578-8044,02-578-8046,www.para21.com
504-06-85027,선경산업사,김선욱,대구광역시 북구 검단공단로 70 (검단동),,053-354-3761,053-356-9944,http://
504-08-51690,남북산전,권순기,대구광역시 북구 노원로 211,,053-358-4800,053-358-4807,http://
504-17-81070,태방피앤디,이미숙,대구광역시 달성군 다사읍 세천로1길 123,태방피앤디,053-312-4242,053-326-8582,http://
504-28-57940,아이존,양재찬,경상북도 칠곡군 왜관읍 아곡7길 37,,054-971-1120,054-971-2210,http://
312-86-30022,한일콘크리트(주),이남익,충청남도 천안시 서북구 성거읍 망향로 229-11,,041-557-7111,041-557-7112,
312-86-32700,인성에이앤티(주),이지익,충청남도 아산시 배방읍 고불로365번길 94,,041-546-2511,041-546-2511,
312-86-34498,(주)숲으로벽지,이우영,충청남도 천안시 동남구 목천읍 교천지산길 138,,070-4355-0515,070-4355-0517,http://www.soofrowallpaper.kr
312-86-53549,(주)대로정보통신,최수지,"충청남도 당진시 합덕읍 도란말2길 69, 1층",,041-362-8921,041-362-0397,http://daero.net
312-86-58054,(주)화신코리아,유승진,충청남도 천안시 서북구 입장면 연곡길 172-32,,041-589-0400,041-589-0402,http://www.hwashinkorea.com
312-86-72361,아산아스콘(주),김진수,"충청남도 아산시 염치읍 신수리길 40, 1층",,041-543-5801,041-544-7926,http://
312-86-73375,에스와이빌드(주),김대정,충청남도 아산시 인주면 인주산단로 75-82,1층,041-425-2475,070-8277-2085,http://
171-81-01921,(주)계림퍼니처,김형태,울산광역시 울주군 웅촌면 물건너길 25-6,계림퍼니처,052-225-0105,052-225-0108,http://
174-86-00377,한양에스지(주),송병규,서울특별시 영등포구 가마산로46길 6 (대림동),,031-997-6302,031-997-6303,http://www.hyglobal.com
741-81-00060,에이치피코리아(유),김대환,서울특별시 영등포구 의사당대로 83,,02-780-6200,02-780-6201,http://
741-86-00712,(주)이건창호,박승준,인천광역시 남구 염전로 91(도화동),,02-1522-1271,032-760-0090,http://www.eagon.com
741-88-00069,현대성우쏠라이트 주식회사,"채정철,김병호",서울특별시 강남구 봉은사로 609,"삼성동, 현대성우홀딩스빌딩",,054-750-7300,http://www.solite.co.kr
743-81-00673,(주)성일화학,성종현,"경기도 하남시 미사강변서로 25, 6층 F601~F607호(풍산동, 미사 테스타타워 지식산업센터)",,031-8027-6888,031-8027-6889,http://shiningaqua.com
745-88-00095,(주)에이원케미칼,김용길,충청남도 예산군 봉산면 예덕로 341-10,,041-337-6358,041-337-6359,http://
746-87-00126,금별사회서비스(주),김경숙,인천광역시 서구 원창로89번길 41-1,(원창동),032-220-5256,032-220-5258,http://
747-81-01112,(주)투템디자인,김효정,"경기도 파주시 조리읍 은골길 81-19, ,81-23",,031-947-0097,031-947-0098,http://
139-81-41628,(주)화신이앤비,선윤관,인천광역시 연수구 갯벌로 72(송도동),,032-246-5691,032-232-3695,http://
137-81-53282,(주)워터피아인더스트리,이재언,경기도 김포시 대곶면 율마로181번길 29-5,,031-983-0509,031-983-5324,http://www.ewaterpia.com
137-81-54447,(주)성현테크,박노준,경기도 김포시 대곶면 대곶북로68번길 168,,031-996-2341,031-996-2343,
220-86-05262,(주)트리엠,김동수,"서울특별시 성동구 상원길 19, 4층(성수동1가, 신한아이티타워)",,02-2024-1900,02-2024-1901,http://www.treem.co.kr
104-81-95832,(주)한국오키시스템즈,KAWAMOTO EIICHI,"서울특별시 서초구 강남대로51길 1(서초동, 대현블루타워11층)",,02-562-5211,02-562-1161,www.okiprinting.co.kr
104-82-65766,더불어삶,김관무,전라북도 전주시 덕진구 서당길 37(용정동),,063-214-0789,063-212-0780,http://
113-87-00307,현대컴퓨터(주),강승원,경상북도 구미시 1공단로 217,,02-6341-0171,02-6341-0176,http://hyundaipc.kr
113-87-00933,프린텍(주),"강원구, 강민구",대구광역시 달서구 성서공단북로5길 35 (파호동),,053-585-8555,053-585-5095,http://www.printec.co.kr
512-81-01632,(주)삼한씨원,한삼화,대구광역시 동구 동부로 99,,000-000-0000,053-755-0402,http://
512-81-02174,성방산업(주),"장영덕, 정매자",경상북도 영주시 장수면 장수로220번길 42,,054-637-8345,054-637-3351,
512-81-04191,(주)대지,박영서,경상북도 문경시 산양면 금천강변길 150,,054-552-3931,054-553-6397,
512-81-06340,(주)중앙기업,현미선,경상북도 예천군 예천읍 농공단지길 34,,054-652-4330,054-652-4332,http://
806-86-00421,(주)대보,서한석,"경상남도 창원시 성산구 용지로 102, 3층 1호 (중앙동, 개나리상가)",,055-286-9011,053-631-8216,http://
807-79-00111,원진금속창호,김연수,충청북도 청주시 흥덕구 미호로307번길 8,(신대동),043-292-7799,043-292-7790,http://
808-81-00437,(주)한국환경기술,이보현,"충청남도 천안시 서북구 백석공단4길 15, 7동 101호(백석동)",,041-558-7700,041-558-7227,www.한국환경기술.kr
810-48-00054,참스토리,이인덕,경기도 남양주시 와부읍 궁촌로 65-1,,000-000-0000,031-521-0766,
810-86-00866,(주)대윤케미텍,황윤선,경기도 남양주시 진접읍 진벌로51번길 36,진벌리537번지,031-529-9568,031-529-3886,http://(주)대윤케미텍한국
814-68-00170,SJ코리아,이창범,경기도 김포시 대곶면 대곶북로 124-31,,031-984-3881,031-982-4578,http://
814-87-00400,(주)운석산업,정현주,강원도 삼척시 근덕면 본동길,21-176,033-576-0401,033-576-0402,http://
816-86-00729,디비하우징(주),곽경분,충청북도 음성군 삼성면 덕정로125번길 27-19,,043-750-8890,043-750-8891,http://
816-87-00255,(주)엔에스피앤피,정효정,경상북도 성주군 용암면 사곡공단2길 6,,054-932-0186,054-932-3010,http://
818-87-00076,(주)현대렌탈케어,김화응,서울특별시 강동구 올림픽로 753,,02-3014-2242,02-3014-2299,http://
819-87-01141,(주)에코팩,김창복,경기도 이천시 모가면 대월로52번길 21,,031-632-9152,031-632-9153,http://
510-81-30198,(주)일성산업,송철한,경상북도 성주군 월항면 월항농공단지1길 44,,054-977-8827,054-977-8826,http://www.songsfam.co.kr
510-81-31810,(주)경영산업,정욱진,"경상북도 성주군 월항면 월항지방공단길 18, 1층",,054-932-0228,054-932-0228,
510-85-05815,(주)이엠지전선,김승호,경상북도 성주군 월항면 유월공단길 15-34,,054-931-2611,054-931-2615,http://emgcable.co.kr
510-86-00802,(주)숨쉬는마을,허권,"경기도 용인시 처인구 남사면 방아로133번길 54-7, (주)숨쉬는마을",,031-321-9630,031-321-9635,http://
511-81-01890,(주)동국세라믹,노재명,경상북도 상주시 화서면 중화로 2096,,054-533-1925,054-534-9275,
511-81-05799,거산산업개발(주),방질문,경상북도 상주시 공성면 상무로 284,,054-533-0891,054-531-0891,
308-81-29900,(주)한성넥스,오성환,"충청남도 논산시 광석면 사계로 196, 1층",,041-734-4970,041-734-4973,
417-81-31729,(주)대웅,김이진,전라남도 여수시 율촌면 여순로 827,,061-692-4777,061-692-4779,
417-81-33426,(주)엠에스,고용배,전라남도 여수시 화양면 화양로 1121-19,,061-692-3565,061-686-8049,
417-81-33969,(주)동수건설,김양훈,전라남도 순천시 백강로 266 (조례동),,061-725-8503,062-511-8502,
106-86-45560,(주)숲에서,정주훈,경기도 화성시 봉담읍 흰돌산길 44,,031-291-0536,02-6675-3789,http://www.forest.co.kr
106-86-48117,(주)티원엘에스,김영규,"서울특별시 금천구 가산디지털1로 145, 402호(가산동, 에이스하이엔드타워3차)",,02-1644-8032,02-2624-1888,http://www.t1ls.com
141-81-23467,(주)이다,김순석,경기도 파주시 조리읍 등원로129번길 42,,031-957-0107,031-957-0109,www.idawindow.co.kr
141-81-25617,(주)지유전자,조영대,"경기도 파주시 월롱산로 92-1 (야동동,92)",,031-949-3907,031-949-3908,http://www.guelectronics.com
141-81-26353,(주)디자인칼라스,권병운,경기도 파주시 소라지로 42-15 (연다산동),,031-948-6233,031-629-6233,http://erectus.co.kr
141-81-26595,(주)동일프라텍,김지현,경기도 파주시 적성면 적성산단2로 16-5,,031-941-9941,031-941-9943,http://www.dongilstraw.com/
141-81-29345,(주)그린에코텍,이정구,경기도 파주시 파평면 파산서원길 307-47,,031-958-2511,031-958-2510,http://getpc.kr
293-86-00533,(주)기영포맥스,허남요,부산광역시 기장군 정관읍 산단7로 77,,051-728-4754,051-632-9400,http://
293-87-01505,(주)전주페이퍼,장만천,전라북도 전주시 덕진구 팔복로 59,,063-210-8333,063-210-8317,http://
293-88-00750,(주)행복한 세상을 만드는 사람들,차기순,충청남도 당진시 대호지면 한다리길 60-11,,041-353-1707,041-355-8951,http://
293-88-01477,(주)가온엘이디,낭다윤,인천광역시 서구 백범로630번길 16,910호,032-573-5601,032-573-5602,http://
294-88-00239,(주)씨에이티,박주형,"서울특별시 종로구 새문안로3길 23, 903호(내수동, 경희궁의 아침 4단지)",,02-518-1238,02-6014-5527,http://www.e-cleanair.kr
295-86-00427,(주)에이엠케이플로링,이상욱,"서울특별시 강남구 학동로 342, 822호(논현동, 에스케이 허브블루)",,02-3014-9665,02-3014-9668,http://armstrongflooring.com
298-14-00055,엠케이세라믹,변경호,경기도 연천군 청산면 청연로 31-30,엠케이세라믹,031-835-0012,031-835-0013,http://www.mkceramic.co.kr
298-81-00173,(주)스마트합성데크,윤진한,경기도 파주시 광탄면 양지말길 172-32,,031-963-6205,031-963-6207,http://
299-86-00055,(주)이자나홀딩스,채홍숙,"서울특별시 성동구 광나루로 325, 3층 302호 (송정동)",,02-562-0887,02-565-0887,http://
402-81-29236,완전정보통신(주),정현자,전라북도 전주시 완산구 하거마2길 22-4 (삼천동1가),,063-228-4824,063-228-4482,http://
402-81-41996,티오켐(주),노창섭,전라북도 완주군 봉동읍 완주산단8로 80,,063-291-7750,063-291-7753,
402-81-45615,(주)에버미라클,박철,전라북도 전주시 완산구 능안자구길 134-44 (삼천동3가),,063-220-2000,063-220-2023,
402-81-46647,(주)리퓨터,김명자,"전라북도 전주시 덕진구 팔과정로 20, 301호(팔복동3가)",,063-253-3336,063-253-6662,http://www.reputer.co.kr
402-81-53191,(유)원진알미늄,원경의,전라북도 완주군 봉동읍 완주산단3로 166,,063-263-2577,063-278-2576,http://www.won-jin.net
316-81-10101,(주)매일엘이디,윤숙경,인천광역시 서구 원당대로206번길 22,가동 3층 (오류동),041-667-3200,041-667-3202,http://www.mienc.com/
316-81-16099,(주)실크로드티앤디,차철용,충청남도 태안군 태안읍 원이로 341 (삭선리 1003),,041-672-8877,041-672-8879,www.silkroadcnt.co.kr
316-81-19500,미래건설산업(주),정혜진,충청남도 서산시 잠동1길 12 (잠홍동),,041-668-5542,041-668-5541,http://
316-81-25133,송우산업주식회사,강성윤,충청남도 태안군 원북면 발전로 316,,041-674-8574,041-674-8576,http://
316-82-04358,사회복지법인두리,현영호,충청남도 서산시 음암면 황금터길 201,,000-000-0000,050-5664-2069,
317-04-61432,유진아이앤디,강규정,충청북도 청주시 청원구 북이면 대율내추길 156-14,,043-212-8638,043-213-6190,http://
317-05-11429,세종테크,이정숙,충청북도 청주시 청원구 오창읍 두릉유리로 1241-35,,043-211-0044,043-211-0844,http://
317-11-00904,삼원테크,백명현,충청북도 청주시 서원구 남이면 석판2길 29,1동,043-233-8898,050-2989-9550,http://samwon9989@naver.com
317-81-02905,(주)보경테크윈,박애준,충청북도 청주시 흥덕구 강내면 태성탑연로 261,,043-233-0105,043-233-0109,http://
317-81-07410,은진산업(주),고희자,충청남도 논산시 은진면 버들길 124,,041-742-7330,041-742-7334,http://
317-81-07860,(주)대명콘크리트,김세호,충청북도 괴산군 청안면 금평로 458,,043-834-0178,043-834-0180,
114-03-73744,티앤지,신승자,서울특별시 서초구 서초대로4길 84 (방배동),,02-2039-3555,02-585-3944,http://
114-81-01855,(주)이랜드리테일,"김우섭,석창현",서울특별시 서초구 잠원로 51,,070-7602-0224,031-410-2467,
114-81-31820,(주)대한전광,"김재을, 김동재","서울특별시 서초구 방배로25길 17 (방배동, 대한빌딩)",,02-593-1491,02-593-0352,http://www.daehanultravision.com
114-81-44136,(주)고뫄스방수,이원헌,서울특별시 용산구 한남대로11길 12,"(한남동,고뫄스빌딩)",000-000-0000,032-563-9153,
114-81-68690,(주)한샘넥서스,이영식,서울특별시 서초구 사평대로2길 19-5,,02-6470-6064,02-592-8755,http://
114-81-82595,(주)싸인텔레콤,박영기,"서울특별시 영등포구 경인로 775, 1동 119호(문래동3가, 에이스하이테크시티)",,02-3439-0033,02-3439-0039,www.signtelecom.com
114-81-91906,(주)신희,박우석,경기도 하남시 하남대로933번길 33-8 (풍산동),,031-791-6611,031-796-8611,http://www.shinhee.co.kr
114-81-93525,(주)주항테크,박노석,경기도 광주시 도척면 도척윗로 552-6,,031-762-4246,031-762-4294,http://
114-86-04901,한폴(주),김석만,"경기도 평택시 서탄면 사리길 204-9 ,한폴주식회사",,031-664-1518,031-664-1537,www.hanpol.co.kr
